
-------------------------------------------------------------------
GMS: address=vagrant-1567, cluster=WorkshopExercise, physical address=10.0.2.15:60973
-------------------------------------------------------------------
Net Power: , Consumed Power:, SolarPower: , To: , Ti: , heatpumprunning: 
startTime: 1500091200, ignoreTil: 1.0, logicalTimeSec: 300.0
time zone hours=:-5
2844.292988,2844.292988, -0.0, 19.150000000000002, 25.51183587225104,true
2841.800848000009,2841.800848000009, -0.0, 18.955555555556245, 25.4629823713677,true
2839.451115999992,2839.451115999992, -0.0, 18.772222222221576, 25.414166735107884,true
2837.243792,2837.243792, -0.0, 18.6, 25.365389009818088,true
2835.178876000007,2835.178876000007, -0.0, 18.438888888889455, 25.31664924180769,true
2833.2563679999935,2833.2563679999935, -0.0, 18.288888888888366, 25.267947477348983,true
2831.476268,2831.476268, -0.0, 18.150000000000002, 25.219283762677193,true
2829.8385760000056,2829.8385760000056, -0.0, 18.022222222222666, 25.170658143990522,true
2828.343291999995,2828.343291999995, -0.0, 17.905555555555154, 25.122070667450153,true
2852.623856,2852.623856, -0.0, 19.8, 25.07353518060726,true
2826.514239250002,2826.514239250002, -0.0, 17.762847222222355, 25.02502451099418,true
2826.0469629999984,2826.0469629999984, -0.0, 17.726388888888756, 24.976552444952397,true
2825.5885872500003,2825.5885872500003, -0.0, 17.690625, 24.928118956354105,true
2825.1391120000017,2825.1391120000017, -0.0, 17.655555555555683, 24.879724019092457,true
2824.6985372499985,2824.6985372499985, -0.0, 17.62118055555543, 24.831367607081475,true
2824.266863,2824.266863, -0.0, 17.5875, 24.783049694256086,true
2823.8440892500016,2823.8440892500016, -0.0, 17.554513888889005, 24.734770254572112,true
2823.4302159999984,2823.4302159999984, -0.0, 17.522222222222105, 24.686529262006225,true
2823.02524325,2823.02524325, -0.0, 17.490624999999998, 24.63832669055595,true
2822.6291710000014,2822.6291710000014, -0.0, 17.459722222222332, 24.59016251423961,true
2822.2419992499986,2822.2419992499986, -0.0, 17.429513888888778, 24.542036707096365,true
2826.990416,2826.990416, -0.0, 17.8, 24.49395200347157,true
2821.5922627500013,2821.5922627500013, -0.0, 17.37881944444452, 24.445902907378034,true
2821.3118969999987,2821.3118969999987, -0.0, 17.356944444444363, 24.397892145788774,true
2821.0226307499997,2821.0226307499997, -0.0, 17.334375, 24.349919683207162,true
2820.724464000001,2820.724464000001, -0.0, 17.3111111111112, 24.301985484165023,true
2820.4173967499987,2820.4173967499987, -0.0, 17.28715277777769, 24.254089513222596,true
2820.1014290000003,2820.1014290000003, -0.0, 17.2625, 24.206231734968476,true
2819.7765607500014,2819.7765607500014, -0.0, 17.237152777777872, 24.15841211401966,true
2819.442791999999,2819.442791999999, -0.0, 17.211111111111016, 24.110630615021464,true
2819.10012275,2819.10012275, -0.0, 17.184375000000003, 24.06288720264753,true
2818.7485530000013,2818.7485530000013, -0.0, 17.156944444444548, 24.015181841599784,true
2818.388082749999,2818.388082749999, -0.0, 17.128819444444343, 23.967514496608437,true
2821.8637280000003,2821.8637280000003, -0.0, 17.4, 23.919887202645988,true
2816.7592912500045,2816.7592912500045, -0.0, 17.00173611111145, 23.872295307988814,true
2815.6511789999963,2815.6511789999963, -0.0, 16.915277777777487, 23.824740935964257,true
2814.69437525,2814.69437525, -0.0, 16.840625, 23.777224137984895,true
2813.8888800000027,2813.8888800000027, -0.0, 16.777777777777985, 23.729744965422135,true
2813.2346932499977,2813.2346932499977, -0.0, 16.72673611111095, 23.682303469606254,true
2812.731815,2812.731815, -0.0, 16.6875, 23.634899701826377,true
2812.3802452500013,2812.3802452500013, -0.0, 16.660069444444524, 23.58753371333058,true
2812.1799839999994,2812.1799839999994, -0.0, 16.64444444444441, 23.540205555325883,true
2812.13103125,2812.13103125, -0.0, 16.640625, 23.492915278978288,true
