
-------------------------------------------------------------------
GMS: address=vagrant-6394, cluster=WorkshopExercise, physical address=10.0.2.15:38272
-------------------------------------------------------------------
Net Power: , Consumed Power:, SolarPower: , To: , Ti: , heatpumprunning: 
startTime: 1500091200, ignoreTil: 1.0, logicalTimeSec: 300.0
time zone hours=:-5
3794.292988,3794.292988, -0.0, 19.150000000000002, 28.92531324514198,true
3791.800848000009,3791.800848000009, -0.0, 18.955555555556245, 28.873725681631235,true
3789.451115999992,3789.451115999992, -0.0, 18.772222222221576, 28.822178172621847,true
3787.243792,3787.243792, -0.0, 18.6, 28.77067076270631,true
3785.178876000007,3785.178876000007, -0.0, 18.438888888889455, 28.719203496441395,true
3783.2563679999935,3783.2563679999935, -0.0, 18.288888888888366, 28.667776418348218,true
3781.476268,3781.476268, -0.0, 18.150000000000002, 28.61638957291217,true
3779.8385760000056,3779.8385760000056, -0.0, 18.022222222222666, 28.565043004583096,true
3778.343291999995,3778.343291999995, -0.0, 17.905555555555154, 28.51373675777517,true
3802.623856,3802.623856, -0.0, 19.8, 28.46248467829397,true
3776.514239250002,3776.514239250002, -0.0, 17.762847222222355, 28.41125959192764,true
3776.0469629999984,3776.0469629999984, -0.0, 17.726388888888756, 28.36007528327486,true
3775.5885872500003,3775.5885872500003, -0.0, 17.690625, 28.308931724466426,true
3775.1391120000017,3775.1391120000017, -0.0, 17.655555555555683, 28.257828887655478,true
3774.6985372499985,3774.6985372499985, -0.0, 17.62118055555543, 28.206766745017426,true
3774.266863,3774.266863, -0.0, 17.5875, 28.155745268749982,true
3773.8440892500016,3773.8440892500016, -0.0, 17.554513888889005, 28.10476443107313,true
3773.4302159999984,3773.4302159999984, -0.0, 17.522222222222105, 28.053824204229095,true
3773.02524325,3773.02524325, -0.0, 17.490624999999998, 28.002924560482356,true
3772.6291710000014,3772.6291710000014, -0.0, 17.459722222222332, 27.95206547211958,true
3772.2419992499986,3772.2419992499986, -0.0, 17.429513888888778, 27.901246911449647,true
3776.990416,3776.990416, -0.0, 17.8, 27.850471611089006,true
3771.5922627500013,3771.5922627500013, -0.0, 17.37881944444452, 27.799734073322995,true
3771.3118969999987,3771.3118969999987, -0.0, 17.356944444444363, 27.749037023398472,true
3771.0226307499997,3771.0226307499997, -0.0, 17.334375, 27.698380424094083,true
3770.724464000001,3770.724464000001, -0.0, 17.3111111111112, 27.6477642382183,true
3770.4173967499987,3770.4173967499987, -0.0, 17.28715277777769, 27.59718842860938,true
3770.1014290000003,3770.1014290000003, -0.0, 17.2625, 27.54665295813532,true
3769.7765607500014,3769.7765607500014, -0.0, 17.237152777777872, 27.496157789693903,true
3769.442791999999,3769.442791999999, -0.0, 17.211111111111016, 27.4457028862126,true
3769.10012275,3769.10012275, -0.0, 17.184375000000003, 27.39528821064858,true
3768.7485530000013,3768.7485530000013, -0.0, 17.156944444444548, 27.344913725988683,true
3768.388082749999,3768.388082749999, -0.0, 17.128819444444343, 27.294579395249386,true
3771.8637280000003,3771.8637280000003, -0.0, 17.4, 27.244287251690857,true
3766.7592912500045,3766.7592912500045, -0.0, 17.00173611111145, 27.1940326418785,true
3765.6511789999963,3765.6511789999963, -0.0, 16.915277777777487, 27.14381768743005,true
3764.69437525,3764.69437525, -0.0, 16.840625, 27.093642438049855,true
3763.8888800000027,3763.8888800000027, -0.0, 16.777777777777985, 27.04350694340244,true
3763.2346932499977,3763.2346932499977, -0.0, 16.72673611111095, 26.99341125311259,true
3762.731815,3762.731815, -0.0, 16.6875, 26.9433554167653,true
3762.3802452500013,3762.3802452500013, -0.0, 16.660069444444524, 26.893339483905876,true
3762.1799839999994,3762.1799839999994, -0.0, 16.64444444444441, 26.843363504039928,true
3762.13103125,3762.13103125, -0.0, 16.640625, 26.793427526633423,true
