
-------------------------------------------------------------------
GMS: address=vagrant-16426, cluster=WorkshopExercise, physical address=10.0.2.15:35735
-------------------------------------------------------------------
Net Power: , Consumed Power:, SolarPower: , To: , Ti: , heatpumprunning: 
startTime: 1500091200, ignoreTil: 1.0, logicalTimeSec: 300.0
time zone hours=:-5
2844.292988,2844.292988, -0.0, 19.150000000000002, 30.55297252062165,true
2841.800848000009,2841.800848000009, -0.0, 18.955555555556245, 30.500081265330017,true
2839.451115999992,2839.451115999992, -0.0, 18.772222222221576, 30.447231108746166,true
2837.243792,2837.243792, -0.0, 18.6, 30.394422094626215,true
2835.178876000007,2835.178876000007, -0.0, 18.438888888889455, 30.341654266691222,true
2833.2563679999935,2833.2563679999935, -0.0, 18.288888888888366, 30.288927668627288,true
2831.476268,2831.476268, -0.0, 18.150000000000002, 30.236242344085454,true
2829.8385760000056,2829.8385760000056, -0.0, 18.022222222222666, 30.183598336681847,true
2828.343291999995,2828.343291999995, -0.0, 17.905555555555154, 30.13099568999764,true
2852.623856,2852.623856, -0.0, 19.8, 30.078448249006044,true
2826.514239250002,2826.514239250002, -0.0, 17.762847222222355, 30.02592883866351,true
2826.0469629999984,2826.0469629999984, -0.0, 17.726388888888756, 29.97345124273771,true
2825.5885872500003,2825.5885872500003, -0.0, 17.690625, 29.92101543252906,true
2825.1391120000017,2825.1391120000017, -0.0, 17.655555555555683, 29.868621379361002,true
2824.6985372499985,2824.6985372499985, -0.0, 17.62118055555543, 29.816269054579934,true
2824.266863,2824.266863, -0.0, 17.5875, 29.76395842955519,true
2823.8440892500016,2823.8440892500016, -0.0, 17.554513888889005, 29.711689475679073,true
2823.4302159999984,2823.4302159999984, -0.0, 17.522222222222105, 29.659462164366758,true
2823.02524325,2823.02524325, -0.0, 17.490624999999998, 29.607276467056323,true
2822.6291710000014,2822.6291710000014, -0.0, 17.459722222222332, 29.555132355208762,true
2822.2419992499986,2822.2419992499986, -0.0, 17.429513888888778, 29.503029800307864,true
2826.990416,2826.990416, -0.0, 17.8, 29.450971534145708,true
2821.5922627500013,2821.5922627500013, -0.0, 17.37881944444452, 29.398952058183895,true
2821.3118969999987,2821.3118969999987, -0.0, 17.356944444444363, 29.34697409684621,true
2821.0226307499997,2821.0226307499997, -0.0, 17.334375, 29.29503761208889,true
2820.724464000001,2820.724464000001, -0.0, 17.3111111111112, 29.24314256589865,true
2820.4173967499987,2820.4173967499987, -0.0, 17.28715277777769, 29.19128892029265,true
2820.1014290000003,2820.1014290000003, -0.0, 17.2625, 29.139476637318452,true
2819.7765607500014,2819.7765607500014, -0.0, 17.237152777777872, 29.087705679054046,true
2819.442791999999,2819.442791999999, -0.0, 17.211111111111016, 29.035976007607793,true
2819.10012275,2819.10012275, -0.0, 17.184375000000003, 28.984287585118395,true
2818.7485530000013,2818.7485530000013, -0.0, 17.156944444444548, 28.932640373754865,true
2818.388082749999,2818.388082749999, -0.0, 17.128819444444343, 28.881034335716535,true
2821.8637280000003,2821.8637280000003, -0.0, 17.4, 28.82947150344706,true
2816.7592912500045,2816.7592912500045, -0.0, 17.00173611111145, 28.777947222695992,true
2815.6511789999963,2815.6511789999963, -0.0, 16.915277777777487, 28.72646361426588,true
2814.69437525,2814.69437525, -0.0, 16.840625, 28.675020727046515,true
2813.8888800000027,2813.8888800000027, -0.0, 16.777777777777985, 28.62361860988856,true
2813.2346932499977,2813.2346932499977, -0.0, 16.72673611111095, 28.572257311603536,true
2812.731815,2812.731815, -0.0, 16.6875, 28.520936880963866,true
2812.3802452500013,2812.3802452500013, -0.0, 16.660069444444524, 28.469657366702897,true
2812.1799839999994,2812.1799839999994, -0.0, 16.64444444444441, 28.41841881751497,true
2812.13103125,2812.13103125, -0.0, 16.640625, 28.36722128205541,true
