
-------------------------------------------------------------------
GMS: address=vagrant-23910, cluster=WorkshopExercise, physical address=10.0.2.15:45257
-------------------------------------------------------------------
Net Power: , Consumed Power:, SolarPower: , To: , Ti: , heatpumprunning: 
startTime: 1500091200, ignoreTil: 1.0, logicalTimeSec: 300.0
time zone hours=:-5
2844.292988,2844.292988, -0.0, 19.150000000000002, 23.051327630948094,true
2841.800848000009,2841.800848000009, -0.0, 18.955555555556245, 23.004444901478223,true
2839.451115999992,2839.451115999992, -0.0, 18.772222222221576, 22.957598458120607,true
2837.243792,2837.243792, -0.0, 18.6, 22.91078834848608,true
2835.178876000007,2835.178876000007, -0.0, 18.438888888889455, 22.86401462014733,true
2833.2563679999935,2833.2563679999935, -0.0, 18.288888888888366, 22.81727732063895,true
2831.476268,2831.476268, -0.0, 18.150000000000002, 22.770576497457462,true
2829.8385760000056,2829.8385760000056, -0.0, 18.022222222222666, 22.723912198061342,true
2828.343291999995,2828.343291999995, -0.0, 17.905555555555154, 22.677284469871047,true
2852.623856,2852.623856, -0.0, 19.8, 22.630707161696016,true
2826.514239250002,2826.514239250002, -0.0, 17.762847222222355, 22.584153102325843,true
2826.0469629999984,2826.0469629999984, -0.0, 17.726388888888756, 22.53763607935825,true
2825.5885872500003,2825.5885872500003, -0.0, 17.690625, 22.491156067920684,true
2825.1391120000017,2825.1391120000017, -0.0, 17.655555555555683, 22.444713043160505,true
2824.6985372499985,2824.6985372499985, -0.0, 17.62118055555543, 22.39830698024499,true
2824.266863,2824.266863, -0.0, 17.5875, 22.351937854361303,true
2823.8440892500016,2823.8440892500016, -0.0, 17.554513888889005, 22.305605640716472,true
2823.4302159999984,2823.4302159999984, -0.0, 17.522222222222105, 22.2593103145374,true
2823.02524325,2823.02524325, -0.0, 17.490624999999998, 22.213051851070823,true
2822.6291710000014,2822.6291710000014, -0.0, 17.459722222222332, 22.166830225583297,true
2822.2419992499986,2822.2419992499986, -0.0, 17.429513888888778, 22.120645413361203,true
2826.990416,2826.990416, -0.0, 17.8, 22.074500149996098,true
2821.5922627500013,2821.5922627500013, -0.0, 17.37881944444452, 22.028388940746048,true
2821.3118969999987,2821.3118969999987, -0.0, 17.356944444444363, 21.982314513828264,true
2821.0226307499997,2821.0226307499997, -0.0, 17.334375, 21.936276834989357,true
2820.724464000001,2820.724464000001, -0.0, 17.3111111111112, 21.890275870003386,true
2820.4173967499987,2820.4173967499987, -0.0, 17.28715277777769, 21.84431158467183,true
2820.1014290000003,2820.1014290000003, -0.0, 17.2625, 21.798383944823534,true
2819.7765607500014,2819.7765607500014, -0.0, 17.237152777777872, 21.752492916314736,true
2819.442791999999,2819.442791999999, -0.0, 17.211111111111016, 21.706638465029023,true
2819.10012275,2819.10012275, -0.0, 17.184375000000003, 21.66082055687729,true
2818.7485530000013,2818.7485530000013, -0.0, 17.156944444444548, 21.615039157797746,true
2818.388082749999,2818.388082749999, -0.0, 17.128819444444343, 21.569294233755876,true
2821.8637280000003,2821.8637280000003, -0.0, 17.4, 21.523587820958497,true
2816.7592912500045,2816.7592912500045, -0.0, 17.00173611111145, 21.477915268915282,true
2815.6511789999963,2815.6511789999963, -0.0, 16.915277777777487, 21.43227870218589,true
2814.69437525,2814.69437525, -0.0, 16.840625, 21.38667817341424,true
2813.8888800000027,2813.8888800000027, -0.0, 16.777777777777985, 21.34111373520208,true
2813.2346932499977,2813.2346932499977, -0.0, 16.72673611111095, 21.295585440109036,true
2812.731815,2812.731815, -0.0, 16.6875, 21.250093340652626,true
2812.3802452500013,2812.3802452500013, -0.0, 16.660069444444524, 21.20463748930831,true
2812.1799839999994,2812.1799839999994, -0.0, 16.64444444444441, 21.15921793850952,true
2812.13103125,2812.13103125, -0.0, 16.640625, 21.11383474064769,true
